,bookId,gsiId,gsiName,cuNames
601,1265660548,1981480180,Register PO Details,"['Invoice Master Details', 'Display Vendor Detail', 'Register a New Item', 'Register New Vendor', 'Enter the Vendor Detail', 'Generate Vendor_ID', 'Capture Invoice Details', 'Challan Master Detail', 'Generate InvoiceID', 'Capture Challan Details', 'Enter New Vendor Detail', 'Enter Item Detail', 'Display Item Detail', 'Enter New Item Details', 'Generate New Item ID']"
602,3860785691,3711386953,Indian States and Capitals,['States And Capitals ']
603,4836697387,5333752460,Demo_Dependent_dropdown_ak,['Demo_Dependent_dropdown_CU_ak']
604,1860005524710,695619498322,Gratuity Calculator GSI,"['Mac GC CU1', 'View Gratuity Amount', 'Gratuity Calculator CU']"
605,4836697387,3489010463,HTML_email_practice_ak,"['HTML_email_details_practice_ak', 'HTML_generating_practice_ak', 'Send Email Reserved CU']"
606,-2011960269,1294084559,Master Information Bank 241120,"['Spoc Search 241120', 'Plan details search 241120', 'Auditor Check 1 search 241120']"
607,2636028083,802282714935,Minutes Of the Meeting,"['MOM1', 'Home Page Minutes Of the Meeting', 'Search MOM', 'View recorded MOM', 'MOM3', 'Send Email Reserved CU', 'Do you want to mail the MOM', 'MOM2', 'Minutes Of the Meeting', 'Review your Mail']"
608,4925748752,2654829648,NSL Policy Quote Management,"['Welcome to Brane Insurance', 'NSL Template Report', 'Purchase summary', 'Policy purchase', 'QR Code Cu3', 'QR Code CU2', 'Policy Issuance Initiation', 'Explore Products', 'View Customer ID', 'GST value capture', 'Existing Customer Access Mode', 'NSL_GenerateQRCode', 'View Customer Details', 'search reserved cu', 'Insurance_Analytics_Response_New', 'View ePolicy issuance document', 'Automated Processing Path', 'GST Application', 'QR Code CU1', 'Enrollment Initiation', 'Policy ID Generation', 'Manual UW Path', 'Best Online Way To Know Your Premium', 'Non acceptance CU', 'Rejected Path', 'NSL String Functions', 'MacMM1', 'Your Health Insurance ID Card', 'User Access Path', 'Here is your premium', 'Customer ID generation', 'Display payment path', 'New user Access Mode', 'Health_Insurance_Inputs', 'Insurance Assist', 'ID Initiation', 'Health Insurance ID Generation', 'Recommendations for you', 'Get instamojo payment details Reserved CU', 'View Policy ID']"
609,1869112909622,1690235566561,report card 922,"['view results 922', 'capture scores 922']"
610,4836697387,2709650860,Demo_onchange_ak,['Demo_onchange_CU_ak']
611,5236398333,4056197690,AddToCartMA,"['OrderIdMA', 'ProductSearchMA', 'SearchItemMA', 'SearchFilterMA', 'ReviewSearchMA']"
612,2901311076,4101983629,AppetasView,"['RestaurantContact', 'MachineContact', 'MachineReservation', 'MenuSearch', 'AboutRestaurant', 'MachineMenu', 'RestaurantGallery', 'AppetasEmail', 'GallerySearch', 'Send Email Reserved CU', 'Home_Page', 'RestaurantSearch', 'RestaurantNavigation', 'RestaurantMenu', 'MachineGallery', 'Reservation', 'AboutSearch', 'AppetasContactSearch']"
613,1860005524710,1980720629816,Auto Loan Calculator GSI,"['Mac AL CU3', 'View Auto Loan CU', 'Mac AL CU4', 'NSL Decimal Number Functions', 'Auto Loan CU', 'Mac AL CU1', 'Mac AL CU2']"
614,3182492403,3470315214,Emergency Helplines for Covid,"['View Helplines for Covid', 'CR_Helpline_Search']"
615,4617660863,4219871922,Update Organizational Security Checklist,"['Search Organizational Security Database', 'HTMLUPDATEOS', 'HTMLAUDITEEOS', 'HTMLAUDITOROS', 'search audit plan 900 0706', 'search spoc details', 'Send Email Reserved CU', 'Update OS Checklist']"
616,1869112909622,1503154719502,Aggregate_922,"['agg_summary_922', 'agg_res_922', 'agg_cu1_922']"
617,5387065718,3707888956,Mind Help V1,"['appointmentdetails', 'Send Email Reserved CU', 'Consultation ', 'Welcome user', 'Showurl', 'Getpaymentdetails', 'Confirmpayment', 'Get instamojo payment details Reserved CU', 'Selfhelp', 'Consultation details ', 'Self Help Videos', 'Displaydoc', 'Search Docid', 'bookingconfirm', 'SendConfirmation', 'Pincode and Specialisation ', 'Display consultant details', 'Register Student', 'proceedtopayment', 'Patientdetails', 'Login ']"
618,-2090381386,5396950562,ProductMaster,"['ProductMasterDetails', 'Generate ProductID']"
619,3579802387,5038529632,Write recipe,"['Write down Recipe_v1', 'Search Written Recipe_v1', 'View written Down recipe', 'View written recipe']"
620,1704923815,53146131,Health Insurance Policy Activities GSI,"['Policy Activities DB', 'Agent Search']"
621,756132957,4630835886,ItemMaster,"['Record Item Details', 'NSL DateTime Functions', 'NewitemDetails', 'itemIdGenerator']"
622,1981736914,-1066562597,Customer Insurance Policy Cancellation,"['CCE Assistance', 'Self Submit', 'Login Page', 'Cancellation Mode', 'request Confirmation', 'Customer User Details']"
623,1128705065263,1880739795785,Quiz Master Piscina,"['SNA2', 'SelectNextAction_QMP', 'create reserved cu', 'ChooseCriterias_QMP', 'StoreUserscoredetails_QMP', 'UserIDGenerator_QMP', 'search reserved cu', 'ViewLeaderboard_QMP', 'Passmachine_QMP', 'SNA1', 'Login_QMP']"
624,5236398333,6046504486,CategoryLogicMA,['LogicCategoryMA']
625,1440882322569,2585327760,Maid Services,"['CheckOut', 'show 2994', 'Get instamojo payment details Reserved CU', 'User Select Service', 'Checkout ', 'URL 2994', 'Service Type']"
626,4617660863,5695722192,Update Issue Capa for Public procurement procedure,"['HTMLAUDITORUPDATE', 'HTML UPDATE CU', 'search audit plan 900 0706', 'Search Public Procurement Procedure', 'HTMLAUDITEEUPDATE', 'search spoc details', 'Send Email Reserved CU', 'Update Issue and CAPA database']"
627,4617660863,907083376374,Update Issue Capa for Public procurement procedure,"['Update Issue and CAPA database', 'Send Email Reserved CU', 'search spoc details', 'search audit plan 900 0706', 'HTMLAUDITEEUPDATE', 'Search Public Procurement Procedure', 'HTMLAUDITORUPDATE', 'HTML UPDATE CU']"
628,-1731124370,6064363515,DashboardGSI V1,['Dashboard CU Version1']
629,3579802387,2469874443,Write recipe,"['View written recipe', 'Search Written Recipe_v1', 'View written Down recipe', 'Write down Recipe_v1']"
630,3860785691,5604427892,Medical Dictionary,['Medical Dictionary']
631,3860785691,6051665796,First Aid Database,['First Aid Data']
632,1869112909622,109995754038,onchangesearcg_logic922,"['logic_cu2_922', 'logic_cu_922']"
633,4872940652,4366144168,Assign Audit Focus Area,"['UpdateChecklistStatus', 'SearchTeamDetails', 'AuditPlan Search', 'DisplayChecklists', 'Assign Checklist', 'MCUEmail', 'MCUUpdateAuditAssignmentData', 'SearchChecklist', 'Send Email Reserved CU', 'Assign Another Checklist', 'Enter Audit ID', 'UpdateInfoMCU', 'Select Auditor', 'Unassigned ChecklistSearch']"
634,3751601345,4903144206,Audit director approval for AP,"['htmlmailcu2', 'Search Audit Plan 0706', 'HTML Approved CU', 'htmlmailcu01', 'Send Email Reserved CU', 'Approval Status 2804', 'HTML Disapproved CU', 'Disapproved modifications']"
635,5387065718,4719936373,My Gsi,"['YourProducts', 'My brand', 'searchByBrand', 'searchByDiscount', 'searchByName', 'ChooseSearchBy', 'GenerateID']"
636,4617660863,6201513409,Audit Plan Approval by Audit Director,"['SMS backend 12', 'Select ID for Approval', 'Search Backend Pending plans', 'Inputsforaggmach', 'HTML backend 14', 'Search auditor info', 'generate mail to auditor', 'Pushnotification Backend 5', 'Inputs for Director Dashboard', 'Generate rejection mail to auditor', 'SMS Backend 10', 'R2', 'Send Push Notification Reserved CU', 'View Directors Dashboard', 'Verify Database Credentials', 'HTML Backend 18', 'Generate Not Approved Count', 'Search Org Database', 'Send sms Reserved CU', 'Calculate Parameters backend', 'Audit Director login', 'Update Plan status to approved', 'HTML percentage backend 1', 'Pushnotification backend 33', 'SMS Backend 11', 'SDA1', 'default pass 3', 'Generate Approved Count', 'Default value pass', 'Extract Percentage', 'Extract auditor info', 'Pushnotification Backend 4', 'Store data for Aggregation', 'Extract auditee head contact', 'SDA2', 'HTML Backend 16', 'default pass 2', 'Generate Directors Dashboard', 'Take action on the plan', 'R1', 'Choose Further Action', 'Send Email Reserved CU', 'Generate SFA Count', 'Search Specific Audit Plan', 'Generate approved status mail to AH']"
637,3579802387,2817913993,Generate Pin,"['Verify OTP', 'NSL String Functions', 'NSL_smsReservedCu', 'Confirmation Message For Pin Generation', 'Please Enter OTP', 'Correct OTP', 'Update Customer Details', 'Cut Account ID', 'OTP Message Generation For Pin Generation', 'OTP Generation', 'Incorrect OTP']"
638,4617660863,1163235127787,ConsoDateTime GSI,"['Function CU', 'NSL DateTime Functions', 'View Conso CU', 'Date compilation']"
639,-1430105756,1493394750,Customer Logs-In,"['Customer Menu Options', 'Customer Accessing Portal']"
640,-1430105756,-729301117,HelpDesk,"['CustomerHelpDesk_', 'Intiatecallback_']"
641,14302924869,3412831414,Taste_of_India,"['LetsStart', 'Amritsar', 'DiaryThankyou', 'IndoreInfo', 'Indore', 'Delhi', 'Lucknow', 'InfoLucknow', 'InfoAmritsar', 'SelectCity', 'DelhiInfo', 'Kolkata', 'InfoKolkata']"
642,2308655686,4633152683,GSIAddContactLens,['AddContact_Create']
643,-644060957,-783974632,customerportal_view,"['Intiatecallback_', 'Select payment Method', 'Auto Pay Registration', 'NSL_smsReservedCu', 'Customer Pays Premium', 'CustomerHelpDesk_', 'Booking confirmation through sms', 'Customer Buys Quote', 'ProvidingServicesToCustomer', 'Customer Accessing Portal', 'Customer Menu Options', 'CustomerProfile_']"
644,-2086293921,2527928574,Guide to Flora,"['Enter user login', 'SearchYourPlant', 'SelectAction', 'YourPlant', 'Life Span', 'OnBasisOf', 'Water and Soil', 'Classification']"
645,1183218792,-304090826,Automated email generation FE504,"['Get instamojo payment details Reserved CU', 'Email trigger MCu FE504', 'Get Donor Details FE504', 'Payment confirmation FE504', 'Show Payment FE504', 'Send Email Reserved CU', 'Template FE504']"
646,-2086293921,5996822087,Ambulancebuzz,"['DriverLogin', 'UpdateLocation', 'ReachedDestination', 'Am1', 'DriversProfile', 'EmergencyInfo', 'ChooseNextAction', 'Am2', 'Am3', 'DriversLogin']"
647,-57925665,641018627,Appointment Booking Logic GSI,"['DisplayStatus', 'SearchBookings']"
648,-1560122000,160708053,HI_CustomerPolicyCancellation,"['Cancelinitiation1', 'NSL_emailReservedCu', 'mac_act', 'CCEsupportforcancellation', 'Cancellationsubmission', 'CSRsupport', 'Requestonhold']"
649,6374866311,1474884509120,Quiz Master Piscina,"['search reserved cu', 'ViewLeaderboard_QMP', 'StoreUserscoredetails_QMP', 'create reserved cu', 'ChooseCriterias_QMP', 'UserIDGenerator_QMP', 'Login_QMP', 'SNA2', 'SelectNextAction_QMP', 'Passmachine_QMP', 'SNA1']"
650,4617660863,5488942636,Organizational security,"['Organizational security', 'Osdatabae', 'OS ID', 'search audit plan 900 0706', 'HTML CU OS', 'HTML OS AUDITEE', 'search spoc details', 'HTML OS AUDITOR', 'Send Email Reserved CU']"
651,-2086293921,5318583556,SignLanguageApp,"['SignAltM3', 'SignAltM1', 'ChooseActionType', 'SignAltM2', 'Tips for Communicating with hearing loss people']"
652,1704923815,-1034694137,Logic Linear Regression,"['Summation CU', 'Region Finder CU', 'Smoking Category Finder CU', 'Default Weights CU', 'End Premium Display', 'Gender Finder CU', 'Premium Payment Calculator']"
653,-1731124370,1618819866,Health Insurance Policy Buy Quote,"['Reconfirm the details for product recommendations', 'proposer Info', 'nominee Submission', 'Coverage Selection', 'Submit Enrollment', 'netbanking Payment', 'New Enrollment', 'view Premium Summary', 'payment Confirmation', 'card Payment', 'policy Purchase']"
654,5387065718,5328799247,My Colony Management,"['CU0513', 'UpdateVisitorsInformation', 'UserLogin', 'UpdateMaintenenceDetails', 'UpdateDetails', 'SendCirculars', 'ChooseActionToPerform', 'LoginAs', 'AdminLogin', 'SearchResident', 'Generate Vendor Id', 'Login ', 'UpdateResidentData']"
655,4617660863,473892575273,Updating Draft Report,"['search reserved cu', 'Send Email Reserved CU', 'NSL HTML Template', 'PDF for updated report', 'update reserved cu', 'View Updated report', 'HTML Machine', 'NSL Template Report', 'Show response']"
656,3684685582,1729655168189,Female Health Tracker,"['Create User Profile', 'search reserved cu', 'Send Reg Mail', 'Your Notes', 'Existing_User Login', 'Write a note', 'View your Notes', 'User Home Page Female Health Tracker', 'View User Profile', 'FHT3', 'Female Health Tracker Home Page', 'Send Email Reserved CU', 'YN1', 'FHT1']"
657,903612356092,20952015442,Generate qrcode8921,"['NSL String Functions', 'Get code details8921', 'Getdetails8921', 'Qrcode upload8921', 'Getdata8921', 'NSL_Read_QR_BarCode', 'CU details8921', 'NSL_GenerateQRCode']"
658,1183218792,-119150574,Sample Donation,"['Provide test details', 'Select Donation Product']"
659,1537982200508,44860612911,NSL Insurance Quote Management,"['Risk Assessment Mandate', 'Mac Connector CU', 'Calculator CU', 'Manual Underwriter Path', 'VID Generator CU', 'User Access', 'Decimal Output', 'Welcome Page', 'NSL Decimal Number Functions', 'Parameter Avg Weights', 'Health Risk Assess', 'Final Risk Output CU', 'Request Reject Path', 'Decimal Input', 'Automatic Path CU', 'search reserved cu', 'Mac ID Connector CU']"
660,570940159782,670871742662,Getcodedetails_0510,"['displayqrcode_0510', 'qrcodeupload_0510', 'NSL_Read_QR_BarCode']"
661,4617660863,3727389788,Public Procurement Process of Process Control Checklist,"['search spoc details', 'htmlmailcu0806', 'search database of PPP', 'Database of PCC PPP Issue and CAPA', 'connecter database CU', 'html900806', 'Issue And CAPA for Public procurement procedure 03', 'Issue And CAPA for Public procurement procedure 01', 'ID for issue and capa database', 'Trigger Issue CAPA 01', 'Send Email Reserved CU', 'htmlmail100601', 'Issue And CAPA for Public procurement procedure 02']"
662,1704923815,-974224490,Premium Metric Aggregation GSI,"['First Aggregation', 'Third Aggregation', 'First Aggregation Output', 'Input Aggregation2', 'Second Aggregation Output', 'Third Aggregation Output', 'Input Aggregation3', 'Second Aggregation', 'Input Aggregation1', 'Nested Supporter']"
663,570940159782,872582505753,generatecode_0510,"['cudetails_0510', 'getcodedetails_0510', 'NSL_GenerateQRCode', 'getdetails_0510', 'NSL String Functions']"
664,1981736914,-1242931299,customerportal_0,['Customer Accessing Portal']
665,-644060957,-1365274784,Policy_Reinstatement,"['Transaction for reinstatement', 'Sending email about lapsed policy', 'Reinstatement_DB', 'NSL_emailReservedCu']"
666,-235533008,1531343299,Solution for Share allotment,"['Allot shares', 'Search Share Application']"
667,2934325170,5490908907,Scheduling Production,"['Display Machine Availability', 'Enter Production ID', 'NSL HTML Template', 'search reserved cu']"
668,5016701164,524186298450,Tech News,"['Update Tech Daily News', 'ATN1', 'View Daily News', 'Daily Tech News', 'User Home Page Tech News', 'Search News By Date', 'Tech News Home Page', 'UTN1', 'Write a Note Daily News', 'Search News to Update', 'Admin Home Page Tech News', 'TN1']"
669,1704923815,1286176764,Leave Application Request,"['Supervisor Review', 'Supervisor Login']"
670,-644060957,-463330313,Policy_Reinstatement,['Reinstatement_DB']
671,1981736914,-1862260777,customerpotal,"['CustomerProfile_', 'Customer Accessing Portal']"
672,5387065718,3187254961,Manage Certificates,"['Welcome Page', 'Search File', 'C2', 'Add File', 'View File', 'Home Page', 'C1']"
673,1398204529495,796655936526,Bill payment 2,"['Login Bill Payment', 'Enter 2994', 'Get instamojo payment details Reserved CU', 'show 2994', 'Bill Payment Home Page', 'URL 2994']"
674,570940159782,1532424733708,logicgsi2onfocus_0610,"['cu4_0610', 'cu3_0610']"
675,1981736914,-21959452,Basic Profile Customer Workflow,['Basic Profile Request Approval']
676,4617660863,2324264297,Audit Initiation of assigning Checklist,"['Assigning of Checklists', 'search audit plan 900 0706']"
677,3579802387,4737912929,Save recipe video,"['Save recipe video link', 'View written Down recipe', 'View saved searched video links', 'Search saved video link']"
678,1099874251842,453470509213,GRC Aggregation Dashboards,"['HTMLBackend_3', 'Display IA Dashboard', 'Enter your Checklist ID', 'ID2', 'BackendSUM1', 'Display Overall Dashboard', 'ID1', 'CAD2', 'CAD1', 'Enter Audit ID for Checklists', 'Backend SUM2', 'EC1', 'ID3', 'Aggregate Reserved CU', 'HTMLBACKENDic', 'Choose_AD', 'EC2', 'Display Checklist Wise Dashboard', 'Add up Scores and Percent extract', 'CAD3', 'backendsum3', 'inputs for ADagg', 'html backend IC', 'NSL HTML Template']"
679,1704923815,3553399391,NSL Health Insurance Quote Management,"['Purchase summary', 'Policy purchase', 'NSL_emailReservedCu', 'The Purchase Channel Declaration', 'We heard you', 'BMI Evaluation', 'Customer Receipt Initiation', 'Check your BMI', 'Enrollment process', 'User access', 'Access for new user', 'NSL_smsReservedCu', 'GST Application', 'GST value capture', 'NSL_AadharCardReservedCU', 'Issuance of receipt', 'Access for existing customer', 'Explore Products', 'Enrollee details', 'Pend the enrollment', 'NSL_PancardReservedCU', 'Customer details confirmation', 'Your eKYC', 'Beneficiary Details Capture', 'Macbmi2', 'KYC submission and verification', 'Receipt Generation', 'Here is your premium', 'Confirm the plan', 'Display payment path', 'Premium Receipt ID', 'Recommendations for you', 'Get instamojo payment details Reserved CU', 'Let us know your ask', 'Generating Receipt ID']"
680,-644060957,129041408,Policy_Reinstatement,"['NSL_smsReservedCu', 'Send whatsapp message Reserved CU', 'Transaction for reinstatement', 'Sending email about lapsed policy', 'NSL_emailReservedCu']"
681,-644060957,-917358828,Policy_Reinstatement,"['NSL_emailReservedCu', 'Reinstatement_DB', 'Sending email about lapsed policy', 'Transaction for reinstatement']"
682,4872940652,5333584930,Dashboard for Checklist,"['MCUActualTravelExpense', 'AggregateBudgetHours', 'Enter Audit Details', 'MCUVariance', 'View Summary of Metrics', 'MCUTravelBudget', 'MCUActualHours', 'AggregateTravelBudget', 'AggregateActualHours', 'Review Totals', 'AggregateActualTravelExp', 'MCUBudgetHours']"
683,4617660863,333024867021,Update Organizational Security Checklist,"['Send Email Reserved CU', 'Update OS Checklist', 'HTMLAUDITEEOS', 'search spoc details', 'search audit plan 900 0706', 'HTMLAUDITOROS', 'Search Organizational Security Database', 'HTMLUPDATEOS']"
684,3860785691,2186051054,Ambulance Database,['Ambulance Database']
685,1554930992745,714841845234,Rewrite Solution,"['Decimal Input', 'Parameter Avg Weights', 'Decimal Output', 'Rewrite initiation', 'Final Risk Output CU', 'search reserved cu', 'NSL Decimal Number Functions', 'Calculator CU', 'Health Risk Assess']"
686,3579802387,4942130717,Save recipe video,"['Search saved video link', 'Save recipe video link', 'View saved searched video links', 'View written Down recipe']"
687,1704923815,251357740,Premium Metric Aggregation GSI,"['First Aggregation Output', 'First Aggregation', 'Input Aggregation1']"
688,4617660863,441968496062,ConsoDateTime GSI,"['View Conso CU', 'Date compilation', 'Function CU', 'NSL DateTime Functions']"
689,756132957,4528080352,ItemMaster,"['itemIdGenerator', 'NewitemDetails', 'NSL DateTime Functions', 'Record Item Details']"
690,-2086293921,5065452696,FIRST AID MANAGEMENT,"['Show Near Ambulance ', 'Search First aid', 'Learn About First Aid', 'What is the condition of patient', 'Proceed to Solution', 'Show First aid ', 'Helping Hands', 'Exit from Solution', 'Choose Action', 'Take Step', 'Login ', 'Search Ambulance', 'Generate HTML', 'Access My Dictionary']"
691,-2011960269,992453,New Plan Creation 181120,['New PLAN 101120']
692,5387065718,6123857422,Fitness App,"['FB', 'FA', 'FC', 'Choose training type']"
693,1633424829,183747654,Inspect Goods,"['Send Email Reserved CU', 'Enter Inspection Report Details', 'Generate Inspection Report email content', 'Register Post Inspection Details', 'Send Push Notification Reserved CU', 'Generate InspectionReport ID', 'Enter Inspection Request ID', 'Enter notification input for inspection report']"
694,1633424829,987584202,Inspect Goods,"['Send Email Reserved CU', 'Enter Inspection Report Details', 'Generate Inspection Report email content', 'Register Post Inspection Details', 'Send Push Notification Reserved CU', 'Generate InspectionReport ID', 'Enter Inspection Request ID', 'Enter notification input for inspection report']"
695,1869112909622,1537290993679,onchangemain_922,['testmain_922']
696,2636028083,1201515803425,Minutes Of the Meeting,"['Review your Mail', 'Home Page Minutes Of the Meeting', 'MOM1', 'View recorded MOM', 'Do you want to mail the MOM', 'MOM3', 'Send Email Reserved CU', 'MOM2', 'Minutes Of the Meeting', 'Search MOM']"
697,6423252197,5407627697,MyCanteenMenu_User,"['ViewLunchMenu', 'ViewWholeDayMenu', 'SearchWholeDayMenu', 'SearchLunchMenu', 'ViewBreakfastMenu', 'MachineDinner', 'MenuFeedback', 'MachineSignUp', 'Welcome', 'ViewDinnerMenu', 'CanteenSignUp', 'SearchBreakfastMenu', 'SearchDinnerMenu', 'MachineLunch', 'Login', 'MachineBreakfast', 'AddMenu', 'search reserved cu', 'DiaryThankyou', 'MachineSignIn', 'MachineWholeDayMenu']"
698,1704923815,15109133,Health Insurance Policy Activities GSI,"['First Aggregation', 'Agent Search', 'Policy Activities DB', 'First Aggregation Output', 'IDgeneratorfor policy']"
699,4836697387,5843988853,Alt_rec_create_search_email_practice_ak,"['View Seller products_practice_ak', 'buyer_seller_practice_ak', 'View Buyer products_practice_ak', 'Buyer page01_practice_ak', 'Seller page_practice_ak']"
700,4734395989,515030294921,Diabetes Tracker,"['Welcome to Diabetes Tracker', 'DT1', 'Thank You', 'Search Medical History', 'View Blood Glucose History', 'Blood Sugar Medical History', 'Blood Glucose', 'Search Blood Glucose', 'View Medical History']"
701,6374866311,266189139234,Quiz Master Piscina,"['ChooseCriterias_QMP', 'Login_QMP', 'SNA2', 'SelectNextAction_QMP', 'Passmachine_QMP', 'SNA1', 'UserIDGenerator_QMP', 'ViewLeaderboard_QMP', 'search reserved cu', 'StoreUserscoredetails_QMP', 'create reserved cu']"
702,756132957,6127523641,Order Fulfilment By Farmers,"['Generationof PO Number', 'Enter CropDetails', 'Capturing orderdetails']"
703,3751601345,6329180929,Audit HTML GSI S1,"['HTML Reserve HGS1', 'Clients Data HGS1', 'Clients Response HGS1', 'Send Email Reserved CU']"
704,-2086293921,3857064220,Progress Report,"['Teacher Login', 'Search Class', 'Generate Reportcard', 'Update Marks', 'Report Card', 'Update student marksheet', 'Display Reportcard', 'Display Student Gradesheet']"
705,810210922311,1521765901897,Donate Fund,"['URL 2104', 'Select Cause ', 'Login Donate', 'Get instamojo payment details Reserved CU', 'Enter 2104', 'Show 2104']"
706,1704923815,203612688,LMS Database,['LMS DB CU']
707,1704923815,1962720154,Health Insurance Policy Activities GSI,"['Second Aggregation', 'Input Aggregation1', 'Nested Supporter', 'Policy Activities DB', 'First Aggregation', 'Third Aggregation', 'Third Aggregation Output', 'Input Aggregation2', 'Second Aggregation Output', 'Agent Search', 'Supporting  Aggregation', 'Input Aggregation3', 'IDgeneratorfor policy', 'First Aggregation Output']"
708,1981736914,-1012468199,Customer Insurance Policy Cancellation,"['CCE Assistance', 'Self Submit', 'Login Page', 'Cancellation Mode', 'request Confirmation', 'Customer User Details']"
709,903612356092,1455161882637,DBRS8921,"['Show8921', 'basiccreate8921', 'search reserved cu']"
710,3579802387,3623707162,Generate Pin,"['Correct OTP', 'Please Enter OTP', 'NSL_smsReservedCu', 'Verify OTP', 'Incorrect OTP', 'OTP Message Generation For Pin Generation', 'OTP Generation']"
711,1704923815,1634369558,Insurance KPI Nested Measure GSI,"['Access Request', 'Average Premium For Insurance', 'Metrics Report', 'Aggregation Data Transfer']"
712,6374866311,6180735968,Quiz Template V1,"['Log In CU', 'Search Leaderboard Results', 'Search Badge and Score', 'Select Quiz Criteria', 'Store Result', 'View Leaderboard', 'Pass Value', 'Display_Badge', 'User ID machine generator']"
713,3182492403,2138801703579,Emergency Helplines for Covid,"['View Helplines for Covid', 'CR_Helpline_Search']"
714,-2086293921,5127871322,ProjectCarnivalSolutions,['PCSolutions']
715,903612356092,1875683866946,Placing an order8921,"['Order product 2 8921', 'Order product 1 8921', 'Make payment 8921', 'Order product 3 8921', 'Select product 8921']"
716,1099874251842,1507627007191,IRIP_2_0410,"['create reserved cu', 'Show_2_0410', 'search reserved cu']"
717,1869112909622,1584293590154,automobile database,"['confirm details', 'automobile details']"
718,-644060957,-1062676065,customerReinstatement,"['Send whatsapp message Reserved CU', 'Payment by debit card_', 'Payment by credit card_', 'NSL_emailReservedCu', 'NSL_smsReservedCu']"
719,6027559435,1413122930348,Innovation Hub,"['Innovation Hub Home Page', 'View Your Ideations', 'IH', 'View User Profile', 'Find What Companies are looking for', 'Here You go', 'Search your Idea Log', 'Existing_User Login', 'search reserved cu', 'Send Reg Mail', 'Share your Innovation Idea', 'IH6', 'U1', 'Create User Profile', 'Innovation Hub User Page', 'Search Ideation Question Corporates', 'User Login', 'View Innovation Idea', 'Send Email Reserved CU', 'View Your Idea Log', 'Post Ideation Question Corporates']"
720,-2086293921,4451950352,FIRST AID MANAGEMENT,"['Search Ambulance', 'What is the condition of patient', 'Search First aid', 'Access My Dictionary', 'Generate HTML', 'Exit from Solution', 'Helping Hands', 'Show First aid ', 'Login ', 'Take Step', 'Choose Action', 'Learn About First Aid', 'Show Near Ambulance ', 'Proceed to Solution']"
721,-1430105756,-1429629363,Policy_Reinstatement,"['NSL_emailReservedCu', 'Sending email about lapsed policy', 'Reinstatement_DB']"
722,4872940652,2342102498,Update My Property Status,"['MCUEmailPropertyDetailsUpdate', 'Enter your Property Details', 'Send Email Reserved CU', 'MCUSearchProperty', 'Update Your Property Details']"
723,1981736914,1731379416,Multiline Template Report,"['Link Generation', 'Products Report Generation', 'Products CU']"
724,4199474876,2593729912,Ready Set Go,"['Welcome to ReadySetGo', 'Watch Learning Videos', 'Learninginfo', 'Learn Beginner ', 'ChooseYourNextStep', 'Read', 'Enter user login', 'Exit Learning']"
725,6374866311,1715288891131,IR IP 0410,"['Show_0410', 'create reserved cu', 'search reserved cu']"
726,-235533008,4327230940,Record Loan repayment,"['Search Loan ID', 'Repay Loan Details']"
727,5387065718,5834982410,My Gsi,"['YourProducts', 'My brand', 'searchByBrand', 'searchByDiscount', 'searchByName', 'ChooseSearchBy', 'GenerateID']"
728,903612356092,875069884937,nested GSI8921,['Insurance holder8921']
729,1633424829,3109246793,Inspect Goods,"['Enter Inspection Request ID', 'Generate InspectionReport ID', 'Enter notification input for inspection report', 'Send Push Notification Reserved CU', 'Register Post Inspection Details', 'Generate Inspection Report email content', 'Enter Inspection Report Details', 'Send Email Reserved CU']"
730,2813090658,4687257253,Babysitter,"['Login ', 'Payment Type', 'NSL_smsReservedCu', 'Showurl', 'Getpaymentdetails', 'Amount to be cal', 'Confirmpayment', 'Get instamojo payment details Reserved CU', 'Display Babysitter ', 'Add details ', 'Search Babysitter', 'Welcome ', 'InstaMojo', 'Total amount due', 'Cashpayment']"
731,-644060957,-1363723113,reinstatement_customer,"['Payment by debit card_', 'NSL_smsReservedCu', 'NSL_emailReservedCu', 'Payment by credit card_']"
732,-644060957,-1486630845,policyrewritedatabase,['policyrewritedb']
733,3295498119,6064184786,LearnGerman,"['displayDefinition', 'login with username or ID assigned', 'studentSearch Words']"
734,4836697387,1584445178406,Multivalue_entity_save_practice_ak,"['Multivalue_entity_save_CU_practice_ak', 'Multivalue_entity_save_createCU_practice_ak']"
735,1183218792,322001535,Automated email generation FE504,"['Get instamojo payment details Reserved CU', 'Show payment url v1', 'Provide Your Details']"
736,4617660863,1829884824632,Public Procurement Procedure Checklist Approval By AD,"['Search Approval Public Procurement Procedure', 'HTMLAPPPAUDITOR', 'PPP Disapprove Scenario', 'HTMLDPPPDIRECTOR', 'Final Approval of Public Procurement Procedure Checklist', 'search audit plan 900 0706', 'HTMLDPPPAUDITOR', 'HTMLAPPPDIRECTOR', 'Search PPP Issue and CAPA database', 'Search PPP Resolve Database', 'PPP Approve Scenario', 'Send Email Reserved CU']"
737,-2086293921,2701392252,Librarymanagement,"['Add Books', 'UpdatingBorrowRequest', 'Book Search', 'RaiseBorrowRequest', 'SelectionType', 'SearchForaBook', 'Send Email Reserved CU', 'ViewDetailsOfBook', 'TypeSelection', 'SendBookRequestNotification', 'Student Login', 'AddStudent', 'RaisingBookRequest', 'UpdateStatusofBorrowRequest', 'SendStatusNotificationtoStudent']"
